amenity,amenity_category,name,geometry,icon,color
place_of_worship,Community Services,New Light Ebenezer Baptist Church,POINT (-97.6888087584289 30.274189689009432),institution,orange
restaurant,Food Services,Mandala Kitchen & Bar,POINT (-97.7621579 30.2553704),cutlery,green
bar,Food Services,The Tiny Minotaur Tavern,POINT (-97.7140569 30.2532298),beer,green
restaurant,Food Services,Little Mexico,POINT (-97.758921 30.2430066),cutlery,green
place_of_worship,Community Services,Woodlawn Baptist Church,POINT (-97.7910429 30.2271038),institution,orange
restaurant,Food Services,El Meson,POINT (-97.7689416 30.2489743),cutlery,green
restaurant,Food Services,Habana Restaurant and Bar,POINT (-97.75733459597224 30.234946129427094),cutlery,green
restaurant,Food Services,Tequila Bar & Grill,POINT (-97.66361534121677 30.566978768761135),cutlery,green
restaurant,Food Services,Elaine's Pork and Pie,POINT (-97.71927335000001 30.2840118),cutlery,green
cafe,Food Services,LOVE Bubble Tea,POINT (-97.7256008 30.2628366),coffee,green
cafe,Food Services,Patika,POINT (-97.7726255568426 30.24743076786664),coffee,green
cinema,Recreation,Alamo Drafthouse Cinema,POINT (-97.7348892 30.3600465),film,red
restaurant,Food Services,Branch BBQ & Catering,POINT (-97.6739255 30.4355549),cutlery,green
restaurant,Food Services,Halal Bros,POINT (-97.7067622 30.392891),cutlery,green
restaurant,Food Services,CAVA,POINT (-97.72669489999998 30.39339165),cutlery,green
place_of_worship,Community Services,South Austin Apostolic Church,POINT (-97.7506422904968 30.236697229718313),institution,orange
restaurant,Food Services,Tenten,POINT (-97.7475552 30.2692655),cutlery,green
theatre,Recreation,Bass Concert Hall,POINT (-97.73128045656081 30.285856964462543),film,red
restaurant,Food Services,Outback Steakhouse,POINT (-97.74718357756144 30.415759604916005),cutlery,green
place_of_worship,Community Services,Church of Glad Tidings,POINT (-97.74769831741408 30.334811527765417),institution,orange
restaurant,Food Services,Modern Market,POINT (-97.7493683 30.3950396),cutlery,green
restaurant,Food Services,Bill Miller BBQ,POINT (-97.72955104682555 30.359462136857307),cutlery,green
restaurant,Food Services,Bull & Bowl,POINT (-97.7476863 30.2693069),cutlery,green
bar,Food Services,Saxon Pub,POINT (-97.7635707034433 30.253535570086584),beer,green
restaurant,Food Services,Happy Chicks,POINT (-97.7407745 30.2676222),cutlery,green
restaurant,Food Services,Sap's Fine Thai Cuisine,POINT (-97.8008555 30.2314518),cutlery,green
bar,Food Services,Ah Sing Den,POINT (-97.73129786387884 30.26485970791289),beer,green
restaurant,Food Services,Bufalina Due,POINT (-97.7383417 30.3410897),cutlery,green
restaurant,Food Services,Molcas Mexican Restaurant,POINT (-97.7555682 30.372861),cutlery,green
restaurant,Food Services,bb.q Chicken,POINT (-97.7167081 30.3364058),cutlery,green
restaurant,Food Services,Chili's,POINT (-97.73838510443915 30.31332435551994),cutlery,green
cafe,Food Services,Starbucks,POINT (-97.6999083 30.3016121),coffee,green
cafe,Food Services,Tapioca House,POINT (-97.74235614343105 30.282424969470917),coffee,green
restaurant,Food Services,Denny's,POINT (-97.7052248 30.3325149),cutlery,green
cafe,Food Services,Starbucks,POINT (-97.7919137 30.2332793),coffee,green
pub,Food Services,Pinthouse Pizza,POINT (-97.7390631 30.3187523),beer,green
cafe,Food Services,Apothecary Cafe & Wine Bar,POINT (-97.73952523434303 30.319045979625866),coffee,green
restaurant,Food Services,Taquito Aviles,POINT (-97.68746639999999 30.3814134),cutlery,green
pub,Food Services,Easy Tiger,POINT (-97.72699571275673 30.264025626255087),beer,green
cafe,Food Services,Capital One Café,POINT (-97.7425331 30.2681344),coffee,green
restaurant,Food Services,Paco's Tacos,POINT (-97.7058047 30.3074786),cutlery,green
place_of_worship,Community Services,Alpha Seventh Day Adventist Church,POINT (-97.68286027924768 30.296548724192487),institution,orange
place_of_worship,Community Services,Texas Hillel Foundation,POINT (-97.74273931123916 30.28420162906241),institution,orange
restaurant,Food Services,Pluckers Wing Bar,POINT (-97.8778279 30.235605),cutlery,green
restaurant,Food Services,Bufalina,POINT (-97.71966888974029 30.255145035442677),cutlery,green
bar,Food Services,Club El Tahur,POINT (-97.70406988638204 30.343954705191393),beer,green
cafe,Food Services,Medici Roasting,POINT (-97.7623743 30.25576),coffee,green
cafe,Food Services,Bouldin Creek Cafe,POINT (-97.7566288 30.246512),coffee,green
library,Community Services,Austin Public Library - Cepeda Branch,POINT (-97.70887439995414 30.259045928087883),book,orange
cafe,Food Services,Starbucks,POINT (-97.68980556762533 30.217677517052692),coffee,green
cafe,Food Services,Gong Cha,POINT (-97.7232854 30.4002151),coffee,green
library,Community Services,Lago Vista Public Library,POINT (-97.9880926 30.4529066),book,orange
restaurant,Food Services,Texican Cafe,POINT (-97.8012024 30.4710909),cutlery,green
cinema,Recreation,Regal Cinema Westgate 11,POINT (-97.7997747 30.2301973),film,red
bar,Food Services,Homer's Neighborhood Bar,POINT (-97.6738592 30.4355974),beer,green
place_of_worship,Community Services,Hillcrest Baptist Church,POINT (-97.74996691043381 30.373661254490536),institution,orange
restaurant,Food Services,Southside Flying Pizza,POINT (-97.71391281833753 30.253602277376867),cutlery,green
restaurant,Food Services,Punch Bowl Social,POINT (-97.7255522 30.3999964),cutlery,green
cafe,Food Services,La Colombe Coffee Roasters,POINT (-97.7532554 30.27049),coffee,green
cafe,Food Services,Terrible Love,POINT (-97.73578196059628 30.304534429542027),coffee,green
restaurant,Food Services,3 Train Pizza,POINT (-97.7555969 30.3728169),cutlery,green
restaurant,Food Services,Darsan Namaste,POINT (-97.8407668 30.2234192),cutlery,green
restaurant,Food Services,Thai Passion - South,POINT (-97.7879909 30.1666541),cutlery,green
theatre,Recreation,Topfer Theatre,POINT (-97.75776655988797 30.264115326647925),film,red
restaurant,Food Services,Biryani-N-Grill,POINT (-97.79697 30.4725247),cutlery,green
restaurant,Food Services,Fonda San Miguel,POINT (-97.7433739 30.3255061),cutlery,green
cafe,Food Services,Houndstooth,POINT (-97.7400068 30.3106073),coffee,green
restaurant,Food Services,La Palapa,POINT (-97.6932173 30.3221769),cutlery,green
cafe,Food Services,Avenue B Grocery,POINT (-97.73142870894736 30.309034778606232),coffee,green
restaurant,Food Services,La Capital Del Marisco,POINT (-97.70386589859311 30.34361381185409),cutlery,green
pub,Food Services,Mister Tramps Pub & Cafe,POINT (-97.71623265884455 30.3614478707462),beer,green
restaurant,Food Services,Il Brutto,POINT (-97.7263392 30.2628076),cutlery,green
restaurant,Food Services,Kebabalicious,POINT (-97.72826689721556 30.264510739541315),cutlery,green
place_of_worship,Community Services,Hyde Park Baptist Church,POINT (-97.73186419028661 30.302209294684992),institution,orange
restaurant,Food Services,Santorini Cafe,POINT (-97.6840649 30.3877255),cutlery,green
bar,Food Services,Lustre Pearl,POINT (-97.73828899932764 30.260673679107022),beer,green
restaurant,Food Services,Pepe's Fruit Cup Shop,POINT (-97.6959994 30.366903),cutlery,green
place_of_worship,Community Services,Agape Christian Ministries,POINT (-97.7717561 30.2227791),institution,orange
restaurant,Food Services,allday,POINT (-97.72352901457579 30.26246539351129),cutlery,green
restaurant,Food Services,parkside,POINT (-97.740299 30.267202),cutlery,green
cafe,Food Services,Emerald Tavern Games and Cafe,POINT (-97.7245372 30.3715088),coffee,green
restaurant,Food Services,Gino's Italian Restaurant and Pizza,POINT (-97.6755181 30.4954508),cutlery,green
bar,Food Services,Lala's South Pole,POINT (-97.8322305 30.1911471),beer,green
place_of_worship,Community Services,Saint Matthew's Episcopal Church,POINT (-97.75649424093278 30.37472845697376),institution,orange
restaurant,Food Services,Lick Honest Ice Creams,POINT (-97.7625208 30.2555387),cutlery,green
cafe,Food Services,Kerbey Lane Cafe,POINT (-97.7835352 30.2422172),coffee,green
restaurant,Food Services,CAVA,POINT (-97.742615 30.267824),cutlery,green
pub,Food Services,The Brass Tap,POINT (-97.67756823282666 30.50925463110263),beer,green
bar,Food Services,Midnight Cowboy,POINT (-97.739944 30.2671147),beer,green
restaurant,Food Services,Cisco's Restaurant Bakery & Bar,POINT (-97.7267285 30.2629914),cutlery,green
place_of_worship,Community Services,Pleasant Grove Baptist Church,POINT (-97.68693444831987 30.277483084167127),institution,orange
restaurant,Food Services,Micklethwait Barbecue,POINT (-97.69014411416138 30.273196880162374),cutlery,green
bar,Food Services,Casino El Camino,POINT (-97.7376596 30.2665007),beer,green
bar,Food Services,The Continental Club,POINT (-97.749034470502 30.25050048133458),beer,green
restaurant,Food Services,Denny's,POINT (-97.74255952202158 30.23322653144515),cutlery,green
bar,Food Services,Bourbon Girl,POINT (-97.7408963 30.2676562),beer,green
restaurant,Food Services,Licha's Cantina,POINT (-97.7288395 30.264007),cutlery,green
bar,Food Services,Lavaca Street Bar,POINT (-97.7850226 30.2413506),beer,green
restaurant,Food Services,ChoSun Galbi,POINT (-97.70657034999998 30.329912250000003),cutlery,green
restaurant,Food Services,Foreign & Domestic,POINT (-97.7195557 30.3170802),cutlery,green
cafe,Food Services,Merit Coffee,POINT (-97.76168924999999 30.25523545),coffee,green
restaurant,Food Services,JINYA Ramen Bar,POINT (-97.7232535 30.400297),cutlery,green
bar,Food Services,CU29 Cocktail Bar,POINT (-97.741148 30.269053),beer,green
place_of_worship,Community Services,Christ Apostolic Church,POINT (-97.6659846 30.3097016),institution,orange
restaurant,Food Services,Aba,POINT (-97.7478012 30.2530792),cutlery,green
restaurant,Food Services,Tacos La Esmeralda,POINT (-97.7049684 30.3336384),cutlery,green
restaurant,Food Services,Soup Peddler,POINT (-97.7560714 30.2461944),cutlery,green
restaurant,Food Services,Habanero Mexican Cafe,POINT (-97.7582430818207 30.241211242196986),cutlery,green
cafe,Food Services,Klerjē Coffee,POINT (-97.7254221 30.2627736),coffee,green
place_of_worship,Community Services,St Mark United Methodist Church,POINT (-97.68544024972901 30.379989419456905),institution,orange
bar,Food Services,Firehouse Lounge & Hostel,POINT (-97.74106358706759 30.26816506148084),beer,green
restaurant,Food Services,La Casita,POINT (-97.7224631 30.3517455),cutlery,green
restaurant,Food Services,Jacoby's Restaurant & Mercantile,POINT (-97.7073829608405 30.25151759758811),cutlery,green
restaurant,Food Services,Maudie's Tex-Mex,POINT (-97.6913606 30.3710845),cutlery,green
restaurant,Food Services,The Vegan Nom,POINT (-97.7183365 30.2551436),cutlery,green
restaurant,Food Services,Golden Corral,POINT (-97.67716670130231 30.409353962488808),cutlery,green
bar,Food Services,Beerdrop,POINT (-97.6645285 30.2022809),beer,green
bar,Food Services,Blind Pig,POINT (-97.73981 30.2670792),beer,green
cafe,Food Services,Starbucks,POINT (-97.7925576 30.2376538),coffee,green
restaurant,Food Services,Hoek's Pizza,POINT (-97.7378522 30.2665547),cutlery,green
bar,Food Services,daydreamer,POINT (-97.72355660922311 30.26229160417601),beer,green
restaurant,Food Services,Steamies Dumplings,POINT (-97.7166696 30.3365663),cutlery,green
bar,Food Services,Darwin's,POINT (-97.7405942 30.267299),beer,green
place_of_worship,Community Services,Christ Science Church,POINT (-97.74312225121872 30.27655945753779),institution,orange
bar,Food Services,Hen,POINT (-97.7317838 30.2649667),beer,green
restaurant,Food Services,East Side King,POINT (-97.7250128 30.262939),cutlery,green
cafe,Food Services,Zhi Tea,POINT (-97.6931123 30.2673527),coffee,green
restaurant,Food Services,Chili's,POINT (-97.7271869 30.3723167),cutlery,green
bar,Food Services,311,POINT (-97.74004 30.2670807),beer,green
pub,Food Services,Deep Eddy Cabaret,POINT (-97.772558 30.277787),beer,green
restaurant,Food Services,Zanzibar,POINT (-97.7418482 30.2629154),cutlery,green
restaurant,Food Services,Anthem,POINT (-97.7379039 30.2604985),cutlery,green
place_of_worship,Community Services,Saint Andrew's Presbyterian Church,POINT (-97.67494142217613 30.436832476143135),institution,orange
restaurant,Food Services,Hula Hut,POINT (-97.78443010964772 30.29468829720974),cutlery,green
bar,Food Services,Las Perlas,POINT (-97.7386442 30.2677401),beer,green
restaurant,Food Services,EurAsia Sushi Bar & Seafood,POINT (-97.8781948 30.2347428),cutlery,green
restaurant,Food Services,Asador,POINT (-97.7387281 30.2675797),cutlery,green
restaurant,Food Services,Koriente Restaurant,POINT (-97.73599448887549 30.26701099526023),cutlery,green
restaurant,Food Services,Turf N' Surf Po-Boy,POINT (-97.7849729 30.2413854),cutlery,green
place_of_worship,Community Services,Saint Louis Catholic Church,POINT (-97.73202715730352 30.352748555089505),institution,orange
place_of_worship,Community Services,Sanctuary of Deliverance,POINT (-97.7214769176075 30.275394840232778),institution,orange
restaurant,Food Services,Louisiana Longhorn Cafe,POINT (-97.67764635000002 30.509232200000007),cutlery,green
place_of_worship,Community Services,Grace Community Church,POINT (-97.8046037422963 30.45339784508338),institution,orange
restaurant,Food Services,Spartan Pizza,POINT (-97.7322105 30.2648584),cutlery,green
events_venue,Recreation,Volcom Garden,POINT (-97.7301544 30.2641101),institution,orange
place_of_worship,Community Services,Beth Shalom,POINT (-97.75571484097439 30.35797731838495),institution,orange
bar,Food Services,Dirty Dog Bar,POINT (-97.7379787 30.2665898),beer,green
restaurant,Food Services,The Salty,POINT (-97.75212855500556 30.24417283252673),cutlery,green
restaurant,Food Services,Bill Miller Bar-B-Q,POINT (-97.6702585833969 30.438777336125003),cutlery,green
restaurant,Food Services,Pluckers Wing Bar,POINT (-97.79083043122796 30.236729218242864),cutlery,green
place_of_worship,Community Services,Wesley United Methodist Church,POINT (-97.72622874254873 30.269688420504906),institution,orange
bar,Food Services,Maggie Mae's,POINT (-97.7396775 30.2670433),beer,green
pub,Food Services,Moonshine Comfort & Cocktails,POINT (-97.7380295 30.2637792),beer,green
cafe,Food Services,Terrazzo Tea,POINT (-97.7209601 30.2619053),coffee,green
bar,Food Services,Friends Bar,POINT (-97.7410028 30.267686),beer,green
restaurant,Food Services,China Fun,POINT (-97.6873152 30.356431),cutlery,green
cafe,Food Services,Starbucks,POINT (-97.79170905765989 30.44805918881469),coffee,green
bar,Food Services,Casino el Camino,POINT (-97.7824989 30.2285706),beer,green
place_of_worship,Community Services,The Church of Jesus Christ of Latter-day Saints,POINT (-97.74335844712768 30.283617233154185),institution,orange
place_of_worship,Community Services,Korean Baptist Church,POINT (-97.74312085846714 30.223621502883717),institution,orange
bar,Food Services,Latchkey,POINT (-97.7286588 30.2640071),beer,green
restaurant,Food Services,Sazan Ramen,POINT (-97.7166085 30.336657),cutlery,green
bar,Food Services,Lala's,POINT (-97.736413 30.3446186),beer,green
restaurant,Food Services,Tropicana Cuban Restaurant,POINT (-97.696104 30.3669425),cutlery,green
cafe,Food Services,Star Coffee,POINT (-97.6775793 30.5087819),coffee,green
restaurant,Food Services,Terry’s,POINT (-97.70281349999998 30.281519000000003),cutlery,green
bar,Food Services,MugShots,POINT (-97.7384416 30.2677385),beer,green
library,Community Services,Austin Public Library - Milwood Branch,POINT (-97.71619068328941 30.422332279351192),book,orange
restaurant,Food Services,Thai Kitchen,POINT (-97.74163896566027 30.29672023114157),cutlery,green
restaurant,Food Services,El Pollo Rico,POINT (-97.7202697 30.2351162),cutlery,green
theatre,Recreation,The Rosette,POINT (-97.7356419 30.3042508),film,red
restaurant,Food Services,Masala Wok,POINT (-97.6703787 30.4181515),cutlery,green
restaurant,Food Services,First Chinese BBQ,POINT (-97.6865252 30.3788312),cutlery,green
restaurant,Food Services,Jasmine's Restaurant,POINT (-97.65933054256965 30.213830086432413),cutlery,green
theatre,Recreation,Come And Take It Live,POINT (-97.72887774777321 30.240863605648517),film,red
